COMBUSTIBLE,AÑO_REGISTRO,CLASE,SERVICIO,MARCA,MUNICIPIO,DEPARTAMENTO,CAPACIDAD_PASAJEROS,POTENCIA,CANTIDAD
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2013,MOTOCICLETA,Oficial,VECTRIX,MEDELLIN,Antioquia,,,1
ELECTRICO,2013,MOTOCICLETA,Particular,HAI XING,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2013,MOTOCICLETA,Particular,VECTRIX,BOGOTA,Bogota D.C.,0.0,,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2013,MOTOCICLETA,Particular,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2013,MOTOCICLETA,Particular,LUCKY LION,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2013,MOTOCICLETA,Particular,DBO,BOGOTA,Bogota D.C.,0.0,,1
ELECTRICO,2014,MOTOCICLETA,Particular,DBO,BOGOTA,Bogota D.C.,0.0,,1
ELECTRICO,2013,MOTOCICLETA,Particular,ENERGY MOTION,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2013,MOTOCICLETA,Particular,ENERGY MOTION,RIONEGRO,Antioquia,,,1
ELECTRICO,2013,MOTOCICLETA,Particular,DBO,BOGOTA,Bogota D.C.,0.0,,1
ELECTRICO,2015,MOTOCICLETA,Particular,LUCKY LION,YOPAL,Casanare,,,1
ELECTRICO,2013,MOTOCICLETA,Particular,ENERGY MOTION,ITAGUI,Antioquia,,,1
ELECTRICO,2013,MOTOCICLETA,Particular,DBO,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,TAIHENG,GUADALAJARA DE BUGA,Valle del Cauca,,,1
ELECTRICO,2013,MOTOCICLETA,Particular,ENERGY MOTION,ITAGUI,Antioquia,,,1
ELECTRICO,2013,MOTOCICLETA,Particular,DBO,BOGOTA,Bogota D.C.,0.0,,1
ELECTRICO,2013,MOTOCICLETA,Particular,LUCKY LION,LA UNION,Valle del Cauca,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,FINE CENTURY CO LTD,BOGOTA,Bogota D.C.,0.0,0.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,GREEN THOR,GIRON,Santander,,800.0,1
ELECTRICO,2014,CAMIONETA,Público,RENAULT,BELLO,Antioquia,,60.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,SUNRA,PRADERA,Valle del Cauca,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,SUNRA,PRADERA,Valle del Cauca,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,SUNRA,PRADERA,Valle del Cauca,0.0,,1
ELECTRICO,2014,MOTOCICLETA,Particular,GREEN THOR,GIRON,Santander,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,SUNRA,PRADERA,Valle del Cauca,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,SUNRA,FLORIDA,Valle del Cauca,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,FINE CENTURY CO LTD,BOGOTA,Bogota D.C.,0.0,1000.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,FINE CENTURY CO LTD,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,SANTAFE DE ANTIOQUIA,Antioquia,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,VECTRIX,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,SLANE,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,BOGOTA,Bogota D.C.,,5000.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,SUNRA,PRADERA,Valle del Cauca,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,SANTAFE DE ANTIOQUIA,Antioquia,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,SUNRA,PRADERA,Valle del Cauca,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,SUNRA,PRADERA,Valle del Cauca,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,SUNRA,PRADERA,Valle del Cauca,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,SUNRA,PRADERA,Valle del Cauca,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,SUNRA,GUACARI,Valle del Cauca,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,SUNRA,PRADERA,Valle del Cauca,,,1
ELECTRICO,2016,MOTOCICLETA,Particular,E-MOTORI,BOGOTA,Bogota D.C.,0.0,,1
ELECTRICO,2015,MOTOCICLETA,Particular,ENERGY MOTION,RIONEGRO,Antioquia,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,APRIL EV,FUNZA,Cundinamarca,,1500.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,GREEN THOR,GIRON,Santander,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,RIONEGRO,Antioquia,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,APRIL EV,FUNZA,Cundinamarca,,1500.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,167.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,SLANE,BOGOTA,Bogota D.C.,,2000.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,GREEN THOR,GIRON,Santander,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,GREEN THOR,GIRON,Santander,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2015,CAMIONETA,Oficial,RENAULT,BOGOTA,Bogota D.C.,,60.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,YADEA,ENVIGADO,Antioquia,,2.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,RIVERA,Huila,,,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,VILLAVICENCIO,Meta,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,SANTAFE DE ANTIOQUIA,Antioquia,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,CERETE,Cordoba,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,GREEN THOR,VILLAVICENCIO,Meta,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,CERETE,Cordoba,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,SLANE,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,OCAÑA,Norte de Santander,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,ENERGY MOTION,CERETE,Cordoba,,,1
ELECTRICO,2014,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,167.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,RIONEGRO,Antioquia,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,SANTAFE DE ANTIOQUIA,Antioquia,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,SANLG,CALI,Valle del Cauca,0.0,0.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,DOSQUEBRADAS,Risaralda,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,MANIZALES,Caldas,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,ENVIGADO,Antioquia,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2017,AUTOMOVIL,Particular,RENAULT,CUCUTA,Norte de Santander,,15.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,OCAÑA,Norte de Santander,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,GREEN THOR,SARAVENA,Arauca,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,0.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,SLANE,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,GREEN THOR,GIRON,Santander,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,CANCE CASHSUYE,GINEBRA,Valle del Cauca,,,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,ENVIGADO,Antioquia,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,GREEN THOR,GIRON,Santander,,,1
ELECTRICO,2015,CAMIONETA,Público,RENAULT,FUNZA,Cundinamarca,0.0,60.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,MITSUBISHI,BOGOTA,Bogota D.C.,,65.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,SANLG,PALMIRA,Valle del Cauca,,,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,MANIZALES,Caldas,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,SABANETA,Antioquia,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,ENVIGADO,Antioquia,,92.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,167.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,167.0,1
ELECTRICO,2015,CAMIONETA,Oficial,RENAULT,BOGOTA,Bogota D.C.,,60.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,SANLG,PALMIRA,Valle del Cauca,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,APRIL EV,BOGOTA,Bogota D.C.,,2000.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,GREEN THOR,GIRON,Santander,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,GREEN THOR,GIRON,Santander,,0.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,AC,PIEDECUESTA,Santander,,0.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,MANIZALES,Caldas,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,CARTAGENA,Bolivar,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,167.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,GREEN THOR,GIRON,Santander,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,LUYUAN,PEREIRA,Risaralda,,,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,AC,PIEDECUESTA,Santander,,,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,APRIL EV,FLORENCIA,Caqueta,,1500.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,VICMARS,ENVIGADO,Antioquia,,0.0,1
ELECTRICO,2016,MOTOCARRO,Público,DAYUN,COTA,Cundinamarca,2.0,2.0,1
ELECTRICO,2016,MOTOCARRO,Público,DAYUN,COTA,Cundinamarca,2.0,2.0,1
ELECTRICO,2016,MOTOCARRO,Público,DAYUN,COTA,Cundinamarca,2.0,2.0,1
ELECTRICO,2017,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2016,MOTOCARRO,Público,DAYUN,COTA,Cundinamarca,2.0,2.0,1
ELECTRICO,2016,MOTOCARRO,Público,DAYUN,COTA,Cundinamarca,2.0,2.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,DAYUN,LA DORADA,Caldas,,2000.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,STÄRKER,FLORIDA,Valle del Cauca,,1.0,1
ELECTRICO,2017,MOTOCICLETA,Particular,STÄRKER,FLORIDA,Valle del Cauca,,1.0,1
ELECTRICO,2016,MOTOCARRO,Público,DAYUN,COTA,Cundinamarca,2.0,2.0,1
ELECTRICO,2016,MOTOCARRO,Público,DAYUN,COTA,Cundinamarca,2.0,2.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,DAYUN,LA DORADA,Caldas,,2000.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,CIUDAD BOLIVAR,Antioquia,,,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,CUCUTA,Norte de Santander,,,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2016,MOTOCARRO,Público,DAYUN,COTA,Cundinamarca,2.0,2.0,1
ELECTRICO,2017,CAMIONETA,Público,RENAULT,CHIA,Cundinamarca,,60.0,1
ELECTRICO,2016,CAMIONETA,Oficial,RENAULT,BOGOTA,Bogota D.C.,2.0,60.0,1
ELECTRICO,2016,CAMIONETA,Particular,GOUPIL,CHOCONTA,Cundinamarca,,,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2016,MOTOCARRO,Público,DAYUN,COTA,Cundinamarca,2.0,2.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,STÄRKER,LA ESTRELLA,Antioquia,,2.0,1
ELECTRICO,2017,CAMIONETA,Particular,RENAULT,SABANETA,Antioquia,,60.0,1
ELECTRICO,2016,MOTOCARRO,Público,DAYUN,COTA,Cundinamarca,2.0,2.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,BARRANCABERMEJA,Santander,,0.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,STÄRKER,LA ESTRELLA,Antioquia,,1.0,1
ELECTRICO,2016,MOTOCARRO,Público,DAYUN,COTA,Cundinamarca,2.0,2.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,LA TEBAIDA,Quindio,,0.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,LUYUAN,PEREIRA,Risaralda,,0.0,1
ELECTRICO,2017,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2017,MOTOCICLETA,Particular,STÄRKER,LA ESTRELLA,Antioquia,,1.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2017,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,0.0,1
ELECTRICO,2017,MOTOCICLETA,Particular,STÄRKER,LA ESTRELLA,Antioquia,,1.0,1
ELECTRICO,2017,MOTOCICLETA,Particular,STÄRKER,LA ESTRELLA,Antioquia,,1.0,1
ELECTRICO,2017,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2017,BUS,Particular,BYD,MEDELLIN,Antioquia,,241.0,1
ELECTRICO,2017,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2017,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,167.0,1
ELECTRICO,2017,MOTOCICLETA,Particular,STÄRKER,PALMIRA,Valle del Cauca,,1.0,1
ELECTRICO,2017,MOTOCICLETA,Particular,STÄRKER,FLORIDA,Valle del Cauca,,1.0,1
ELECTRICO,2017,CAMIONETA,Público,BYD,BOGOTA,Bogota D.C.,0.0,121.0,1
ELECTRICO,2017,MOTOCICLETA,Particular,ENERGY MOTION,BARRANCABERMEJA,Santander,,0.0,1
ELECTRICO,2017,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2017,MOTOCICLETA,Particular,ELEKTROMOTORES,PRADERA,Valle del Cauca,,90.0,1
ELECTRICO,2017,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2017,MOTOCICLETA,Particular,STÄRKER,PALMIRA,Valle del Cauca,,1.0,1
ELECTRICO,2017,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2017,AUTOMOVIL,Particular,KIA,SABANETA,Antioquia,,109.0,1
ELECTRICO,2017,AUTOMOVIL,Particular,KIA,BOGOTA,Bogota D.C.,,109.0,1
ELECTRICO,2017,AUTOMOVIL,Particular,KIA,SABANETA,Antioquia,,109.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,STÄRKER,ENVIGADO,Antioquia,,2.0,1
ELECTRICO,2018,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,MEDELLIN,Antioquia,,170.0,1
ELECTRICO,2018,CAMIONETA,Particular,RENAULT,ENVIGADO,Antioquia,,60.0,1
ELECTRICO,2018,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2021,AUTOMOVIL,Particular,RENAULT,MANIZALES,Caldas,,92.0,1
ELECTRICO,2019,AUTOMOVIL,Oficial,RENAULT,ENVIGADO,Antioquia,,92.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,RENAULT,SABANETA,Antioquia,,92.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,MEDELLIN,Antioquia,,181.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,MEDELLIN,Antioquia,,170.0,1
ELECTRICO,2017,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2019,MOTOCICLETA,Particular,SUNRA,YOTOCO,Valle del Cauca,,,1
ELECTRICO,2018,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,92.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,92.0,1
ELECTRICO,2018,CUADRICICLO,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2019,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,92.0,1
ELECTRICO,2018,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,,107.0,1
ELECTRICO,2019,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,MEDELLIN,Antioquia,,170.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,NISSAN,FUNZA,Cundinamarca,,,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2018,MOTOCICLETA,Particular,VOLTA,ENVIGADO,Antioquia,,,1
ELECTRICO,2018,CAMIONETA,Público,RENAULT,BOGOTA,Bogota D.C.,,60.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2018,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2018,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2019,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2019,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2019,CUADRICICLO,Particular,RENAULT,CHIA,Cundinamarca,,15.0,1
ELECTRICO,2019,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2020,AUTOMOVIL,Particular,RENAULT,FUNZA,Cundinamarca,,92.0,1
ELECTRICO,2019,CAMIONETA,Público,RENAULT,LA CALERA,Cundinamarca,,60.0,1
ELECTRICO,2019,CAMIONETA,Público,RENAULT,LA CALERA,Cundinamarca,,60.0,1
ELECTRICO,2018,CUADRICICLO,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2018,CAMIONETA,Particular,RENAULT,ENVIGADO,Antioquia,,44.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2018,BUS,Público,BYD,MEDELLIN,Antioquia,,483.0,1
ELECTRICO,2018,AUTOMOVIL,Oficial,NISSAN,ARMENIA,Quindio,0.0,107.0,1
ELECTRICO,2018,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2019,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,92.0,1
ELECTRICO,2019,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2018,CAMIONETA,Particular,RENAULT,RIONEGRO,Antioquia,,60.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,0.0,73.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,RENAULT,ENVIGADO,Antioquia,,92.0,1
ELECTRICO,2018,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2017,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2019,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2018,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2018,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,MEDELLIN,Antioquia,,170.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,RENAULT,MANIZALES,Caldas,,92.0,1
ELECTRICO,2018,CAMION,Público,SITOM,MEDELLIN,Antioquia,,161.0,1
ELECTRICO,2019,BUS,Público,SUNWIN,CALI,Valle del Cauca,,,1
ELECTRICO,2017,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2019,CUADRICICLO,Particular,ANAIG,ENVIGADO,Antioquia,,6.0,1
ELECTRICO,2019,CUADRICICLO,Particular,ANAIG,ENVIGADO,Antioquia,,6.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,MEDELLIN,Antioquia,,170.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,MEDELLIN,Antioquia,,170.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,92.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,KIA,MEDELLIN,Antioquia,,109.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,92.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,BYD,BOGOTA,Bogota D.C.,0.0,217.0,1
